<<<<<<< HEAD
crsCode77492,deptId91205,crsName55891,descr67132,
crsCode43922,deptId65826,crsName93221,descr18689,
crsCode36111,deptId53710,crsName24839,descr43029,
crsCode63990,deptId66130,crsName37332,descr76095,
crsCode46215,deptId58406,crsName15884,descr65890,
crsCode7239,deptId6314,crsName6369,descr73404,
crsCode47836,deptId35571,crsName76379,descr70183,
crsCode65540,deptId80352,crsName74277,descr82171,
crsCode21331,deptId65066,crsName12568,descr65585,
crsCode11399,deptId80922,crsName69025,descr71650,
crsCode50217,deptId48085,crsName12914,descr47085,
crsCode73283,deptId60466,crsName90338,descr12280,
crsCode68760,deptId57613,crsName95009,descr54702,
crsCode3813,deptId93044,crsName83421,descr14983,
crsCode9682,deptId20957,crsName41194,descr9221,
crsCode49204,deptId13306,crsName87409,descr40026,
crsCode18082,deptId96261,crsName55832,descr19207,
crsCode89010,deptId65750,crsName60554,descr8640,
crsCode48176,deptId69076,crsName57506,descr34155,
crsCode730,deptId93864,crsName17273,descr98311,
crsCode99259,deptId51437,crsName73706,descr28073,
crsCode20450,deptId95395,crsName92638,descr89345,
crsCode28638,deptId13155,crsName96858,descr20635,
crsCode24696,deptId89804,crsName71905,descr37569,
crsCode69325,deptId9532,crsName68614,descr44703,
crsCode6087,deptId94138,crsName17266,descr52127,
crsCode50416,deptId4942,crsName466,descr95728,
crsCode7191,deptId85326,crsName70063,descr98691,
crsCode4586,deptId58362,crsName36054,descr61619,
crsCode56476,deptId65114,crsName69838,descr70452,
crsCode80966,deptId87902,crsName45196,descr34149,
crsCode93368,deptId97895,crsName82197,descr51495,
crsCode71057,deptId10901,crsName17210,descr99897,
crsCode2922,deptId25038,crsName75650,descr55762,
crsCode24236,deptId40648,crsName70406,descr19162,
crsCode51010,deptId12371,crsName71542,descr79813,
crsCode51689,deptId73638,crsName473,descr54252,
crsCode70179,deptId40068,crsName62289,descr50697,
crsCode1899,deptId43019,crsName49021,descr29264,
crsCode53796,deptId14329,crsName44952,descr73381,
crsCode10058,deptId75867,crsName10303,descr74846,
crsCode68585,deptId30099,crsName93743,descr60726,
crsCode67244,deptId70149,crsName52461,descr90442,
crsCode59566,deptId79038,crsName96383,descr48499,
crsCode1613,deptId98402,crsName42295,descr74113,
crsCode10428,deptId45681,crsName8688,descr26737,
crsCode93559,deptId980,crsName13137,descr88619,
crsCode82986,deptId57103,crsName35674,descr56874,
crsCode99306,deptId83824,crsName87752,descr40925,
crsCode88628,deptId67657,crsName66838,descr49013,
crsCode69080,deptId97864,crsName50485,descr48063,
crsCode11010,deptId46030,crsName11620,descr42874,
crsCode93249,deptId32692,crsName65382,descr70123,
crsCode96627,deptId15950,crsName47967,descr61453,
crsCode11087,deptId62093,crsName56427,descr32006,
crsCode71886,deptId1855,crsName95259,descr87637,
crsCode35350,deptId62577,crsName15501,descr6376,
crsCode20325,deptId23444,crsName38982,descr53130,
crsCode56630,deptId34621,crsName35279,descr95192,
crsCode75283,deptId53959,crsName5833,descr61141,
crsCode48856,deptId20339,crsName31759,descr53491,
crsCode80959,deptId13231,crsName55207,descr96242,
crsCode42414,deptId24373,crsName26308,descr32358,
crsCode98969,deptId53706,crsName35803,descr64528,
crsCode36500,deptId35111,crsName61343,descr77551,
crsCode42362,deptId51252,crsName33179,descr13039,
crsCode70707,deptId40720,crsName99980,descr18143,
crsCode77518,deptId72793,crsName39584,descr44154,
crsCode82425,deptId37135,crsName80026,descr65578,
crsCode14199,deptId5661,crsName87401,descr83941,
crsCode15500,deptId99337,crsName89236,descr86111,
crsCode7286,deptId12270,crsName98974,descr34520,
crsCode39573,deptId10867,crsName12437,descr19879,
crsCode33325,deptId8424,crsName10056,descr19363,
crsCode88932,deptId51711,crsName98262,descr90733,
crsCode66502,deptId11877,crsName87681,descr74397,
crsCode35529,deptId61436,crsName88994,descr23751,
crsCode9738,deptId63382,crsName84438,descr6313,
crsCode20246,deptId36176,crsName9941,descr65301,
crsCode92197,deptId16201,crsName30563,descr42006,
crsCode20608,deptId46749,crsName25216,descr66048,
crsCode58594,deptId33242,crsName46521,descr99998,
crsCode16542,deptId46370,crsName67997,descr21365,
crsCode20156,deptId89043,crsName53864,descr64137,
crsCode6479,deptId28394,crsName34797,descr82598,
crsCode12893,deptId94350,crsName79288,descr16172,
crsCode17037,deptId42317,crsName6268,descr14911,
crsCode92420,deptId3873,crsName91564,descr58449,
crsCode44978,deptId24090,crsName72091,descr55292,
crsCode66856,deptId41257,crsName51041,descr17052,
crsCode89799,deptId19915,crsName44510,descr22150,
crsCode66832,deptId63737,crsName4841,descr82183,
crsCode5767,deptId61890,crsName5600,descr15875,
crsCode59432,deptId74966,crsName25136,descr12960,
crsCode65405,deptId36704,crsName13348,descr43235,
crsCode22350,deptId82204,crsName63523,descr64176,
crsCode98856,deptId58519,crsName63595,descr41558,
crsCode48809,deptId55890,crsName98540,descr31784,
crsCode43402,deptId77445,crsName53379,descr46796,
crsCode98793,deptId27137,crsName22481,descr19564,
crsCode2098,deptId85102,crsName71736,descr68618,
crsCode73578,deptId90675,crsName99154,descr6129,
crsCode82264,deptId85171,crsName55277,descr20358,
crsCode44464,deptId9972,crsName72935,descr85917,
crsCode88606,deptId11196,crsName50498,descr45896,
crsCode3115,deptId4404,crsName65827,descr45163,
crsCode16398,deptId34798,crsName85389,descr86538,
crsCode61266,deptId38019,crsName84150,descr75747,
crsCode41440,deptId69109,crsName88130,descr87769,
crsCode16105,deptId49235,crsName64356,descr91333,
crsCode69330,deptId9723,crsName63470,descr90353,
crsCode59517,deptId2169,crsName35280,descr62879,
crsCode13520,deptId37038,crsName853,descr68835,
crsCode13924,deptId39116,crsName54230,descr93138,
crsCode57195,deptId56894,crsName4569,descr5682,
crsCode94975,deptId38532,crsName63626,descr54768,
crsCode53059,deptId50331,crsName80692,descr26257,
crsCode40089,deptId77723,crsName49083,descr77152,
crsCode2208,deptId74427,crsName19225,descr73446,
crsCode76271,deptId25012,crsName82232,descr64530,
crsCode61777,deptId93305,crsName682,descr26375,
crsCode72638,deptId25591,crsName15170,descr99606,
crsCode6359,deptId78874,crsName79399,descr6819,
crsCode98887,deptId4002,crsName72471,descr17105,
crsCode37701,deptId41439,crsName83032,descr87885,
crsCode16687,deptId92011,crsName2246,descr60020,
crsCode46646,deptId50085,crsName45323,descr86658,
crsCode87513,deptId7685,crsName58541,descr12408,
crsCode54474,deptId79937,crsName85186,descr15017,
crsCode9676,deptId33083,crsName23582,descr5665,
crsCode87070,deptId50148,crsName50669,descr46899,
crsCode17169,deptId26354,crsName80156,descr65341,
crsCode1401,deptId47441,crsName40922,descr4882,
crsCode4424,deptId45851,crsName74692,descr36626,
crsCode2147,deptId227,crsName88707,descr32732,
crsCode18393,deptId9154,crsName71767,descr48027,
crsCode62401,deptId75309,crsName54078,descr29949,
crsCode60118,deptId50828,crsName10530,descr21591,
crsCode14668,deptId2376,crsName6370,descr15494,
crsCode24397,deptId25282,crsName85691,descr70064,
crsCode36309,deptId72928,crsName34899,descr93929,
crsCode83174,deptId45378,crsName63202,descr68370,
crsCode8009,deptId22227,crsName51070,descr25243,
crsCode66274,deptId52027,crsName76257,descr91849,
crsCode6350,deptId27601,crsName69337,descr70035,
crsCode95324,deptId52750,crsName70316,descr85542,
crsCode86565,deptId36157,crsName6885,descr90697,
crsCode70601,deptId89166,crsName94431,descr64282,
crsCode81512,deptId21865,crsName29389,descr87543,
crsCode72121,deptId42816,crsName21124,descr25529,
crsCode21066,deptId99550,crsName36774,descr89499,
crsCode19509,deptId69691,crsName41388,descr49592,
crsCode99516,deptId49297,crsName68143,descr69906,
crsCode97985,deptId873,crsName60371,descr82223,
crsCode98532,deptId4846,crsName12752,descr94078,
crsCode61732,deptId32318,crsName24824,descr79685,
crsCode21457,deptId55420,crsName92449,descr10741,
crsCode1753,deptId99133,crsName77645,descr78139,
crsCode85448,deptId97136,crsName26783,descr63558,
crsCode95656,deptId53003,crsName78093,descr48093,
crsCode98482,deptId32788,crsName51104,descr66841,
crsCode77857,deptId41899,crsName74167,descr19996,
crsCode69922,deptId49142,crsName14730,descr16785,
crsCode76903,deptId26474,crsName93516,descr52224,
crsCode7131,deptId1108,crsName12106,descr14862,
crsCode6033,deptId40802,crsName50577,descr81295,
crsCode61744,deptId69868,crsName27306,descr99651,
crsCode30802,deptId67722,crsName35016,descr22518,
crsCode93915,deptId41342,crsName15703,descr61977,
crsCode62664,deptId58720,crsName10689,descr79834,
crsCode61260,deptId91921,crsName28708,descr99517,
crsCode27161,deptId84348,crsName5326,descr95244,
crsCode62696,deptId21303,crsName75383,descr27147,
crsCode70661,deptId24457,crsName53275,descr83049,
crsCode38426,deptId6821,crsName29618,descr97203,
crsCode81045,deptId85973,crsName83822,descr33187,
crsCode50898,deptId1489,crsName16663,descr95231,
crsCode94895,deptId58984,crsName20508,descr79558,
crsCode34838,deptId3207,crsName74760,descr75710,
crsCode29962,deptId92450,crsName57734,descr78925,
crsCode10604,deptId41958,crsName91500,descr76251,
crsCode94073,deptId32242,crsName67689,descr59361,
crsCode10127,deptId44757,crsName90747,descr75241,
crsCode91248,deptId15237,crsName1853,descr77505,
crsCode10009,deptId99869,crsName38210,descr78025,
crsCode73860,deptId23211,crsName24024,descr33022,
crsCode67695,deptId29133,crsName65581,descr22108,
crsCode62417,deptId27983,crsName99990,descr99083,
crsCode6413,deptId32760,crsName40441,descr75012,
crsCode91080,deptId45400,crsName33401,descr69550,
crsCode49534,deptId85312,crsName71905,descr76641,
crsCode74982,deptId85961,crsName29643,descr94180,
crsCode47696,deptId40583,crsName14736,descr8810,
crsCode93643,deptId53,crsName8748,descr83566,
crsCode17583,deptId67290,crsName9876,descr80238,
crsCode74027,deptId72536,crsName69755,descr71137,
crsCode7603,deptId84082,crsName17520,descr92242,
crsCode29723,deptId99256,crsName63013,descr39545,
crsCode39329,deptId10160,crsName20906,descr724,
crsCode60644,deptId64867,crsName24376,descr37287,
crsCode8659,deptId56321,crsName94794,descr8557,
crsCode63809,deptId66097,crsName96581,descr61433,
crsCode36628,deptId79161,crsName93784,descr80750,
crsCode70268,deptId75591,crsName49374,descr17207,
crsCode69505,deptId60826,crsName20832,descr85380,
crsCode60373,deptId81104,crsName80280,descr96545,
crsCode92776,deptId76940,crsName50193,descr82325,
crsCode84410,deptId42819,crsName55658,descr50420,
crsCode54092,deptId89380,crsName99737,descr4065,
crsCode16047,deptId92898,crsName61100,descr77124,
crsCode69182,deptId92895,crsName73866,descr49700,
crsCode54792,deptId7126,crsName49304,descr59361,
crsCode261,deptId42149,crsName69688,descr93360,
crsCode11818,deptId30614,crsName21132,descr73748,
crsCode60375,deptId48200,crsName11736,descr53621,
crsCode50829,deptId2718,crsName73670,descr62272,
crsCode39197,deptId65220,crsName70019,descr77531,
crsCode80796,deptId92602,crsName76390,descr33411,
crsCode79026,deptId17663,crsName48336,descr84804,
crsCode14098,deptId52378,crsName34414,descr47892,
crsCode85092,deptId58311,crsName38620,descr37292,
crsCode82974,deptId87741,crsName58917,descr81316,
crsCode34833,deptId40216,crsName87237,descr95754,
crsCode88768,deptId61288,crsName9583,descr43103,
crsCode5643,deptId96469,crsName12714,descr79438,
crsCode37321,deptId43245,crsName94646,descr73450,
crsCode500,deptId69964,crsName62477,descr84259,
crsCode73566,deptId6567,crsName32900,descr91972,
crsCode29122,deptId43989,crsName18416,descr33580,
crsCode28085,deptId60634,crsName80486,descr73638,
crsCode92508,deptId43409,crsName20987,descr94088,
crsCode4215,deptId77685,crsName18154,descr55653,
crsCode2106,deptId7820,crsName67732,descr97359,
crsCode8316,deptId46641,crsName9249,descr41836,
crsCode65256,deptId52828,crsName9988,descr82516,
crsCode49937,deptId8304,crsName77917,descr46245,
crsCode66499,deptId72545,crsName41176,descr17410,
crsCode48596,deptId73377,crsName26099,descr22127,
crsCode6330,deptId57733,crsName35837,descr35553,
crsCode49654,deptId25464,crsName21146,descr21990,
crsCode95405,deptId53180,crsName61763,descr93169,
crsCode37336,deptId16216,crsName72362,descr75359,
crsCode55057,deptId4546,crsName923,descr13515,
crsCode38446,deptId31178,crsName53662,descr37098,
crsCode61834,deptId15105,crsName16856,descr98021,
crsCode44446,deptId85669,crsName54770,descr33905,
crsCode57583,deptId10026,crsName43281,descr94924,
crsCode68193,deptId59046,crsName58820,descr50005,
crsCode36074,deptId10297,crsName8157,descr92008,
crsCode61985,deptId47318,crsName76182,descr65270,
crsCode24340,deptId83923,crsName47477,descr55773,
crsCode82105,deptId67785,crsName7850,descr17609,
crsCode53340,deptId66248,crsName79093,descr96998,
crsCode59064,deptId62107,crsName40388,descr82113,
crsCode55507,deptId71226,crsName15994,descr86973,
crsCode96370,deptId15212,crsName28680,descr61683,
crsCode51287,deptId56164,crsName56009,descr53595,
crsCode3009,deptId3176,crsName27236,descr18005,
crsCode25057,deptId52854,crsName33854,descr91990,
crsCode86400,deptId86886,crsName76629,descr6526,
crsCode32874,deptId60753,crsName65531,descr132,
crsCode44214,deptId97071,crsName29267,descr38354,
crsCode77588,deptId33052,crsName30753,descr50733,
crsCode94162,deptId47700,crsName13809,descr20013,
crsCode23338,deptId57182,crsName46248,descr1707,
crsCode96779,deptId7269,crsName77406,descr91672,
crsCode32418,deptId14209,crsName40064,descr80490,
crsCode85764,deptId51893,crsName31265,descr7697,
crsCode87803,deptId98897,crsName33752,descr88648,
crsCode45036,deptId84343,crsName29530,descr12999,
crsCode2657,deptId99899,crsName22517,descr6550,
crsCode88439,deptId8611,crsName66150,descr33756,
crsCode87078,deptId29422,crsName63799,descr97748,
crsCode7112,deptId31313,crsName50745,descr41633,
crsCode88840,deptId30556,crsName45241,descr98392,
crsCode84137,deptId17436,crsName53378,descr84380,
crsCode84656,deptId80153,crsName57264,descr65512,
crsCode55999,deptId93228,crsName28932,descr51534,
crsCode14234,deptId79881,crsName63322,descr78584,
crsCode14617,deptId83171,crsName85248,descr54040,
crsCode17388,deptId49051,crsName25454,descr55503,
crsCode88211,deptId42185,crsName59338,descr91389,
crsCode33989,deptId6466,crsName72990,descr79469,
crsCode73947,deptId37517,crsName44823,descr60998,
crsCode99699,deptId92588,crsName77436,descr58093,
crsCode88415,deptId41809,crsName31359,descr78535,
crsCode61537,deptId37311,crsName79335,descr16202,
crsCode4287,deptId84603,crsName73826,descr15886,
crsCode31140,deptId31325,crsName21651,descr4920,
crsCode41487,deptId30015,crsName99667,descr93252,
crsCode41568,deptId91060,crsName51109,descr78578,
crsCode85090,deptId70824,crsName86158,descr6497,
crsCode22461,deptId72518,crsName44729,descr11821,
crsCode33538,deptId40489,crsName58713,descr85496,
crsCode2188,deptId57228,crsName88666,descr91657,
crsCode65111,deptId42831,crsName59167,descr61683,
crsCode86479,deptId81285,crsName46826,descr77039,
crsCode5843,deptId45928,crsName71043,descr6629,
crsCode45228,deptId54184,crsName73194,descr18052,
crsCode29681,deptId91089,crsName99843,descr98053,
crsCode78866,deptId735,crsName44872,descr79151,
crsCode3674,deptId89665,crsName1732,descr23669,
crsCode41174,deptId64963,crsName41273,descr98516,
crsCode69286,deptId10355,crsName38336,descr44785,
crsCode64525,deptId16977,crsName87470,descr686,
crsCode60978,deptId57906,crsName3401,descr44058,
crsCode76177,deptId5850,crsName74705,descr89477,
crsCode70355,deptId29558,crsName30086,descr86390,
crsCode61653,deptId19732,crsName37676,descr59160,
crsCode92788,deptId79082,crsName13483,descr81065,
crsCode1849,deptId69811,crsName52199,descr80073,
crsCode71615,deptId70096,crsName88023,descr87374,
crsCode11682,deptId24816,crsName61059,descr29333,
crsCode67206,deptId38218,crsName83231,descr32595,
crsCode60705,deptId25287,crsName26814,descr96937,
crsCode51142,deptId23389,crsName86037,descr62742,
crsCode95311,deptId58709,crsName13966,descr41766,
crsCode76422,deptId50414,crsName14757,descr93640,
crsCode12528,deptId59963,crsName93923,descr33310,
crsCode29559,deptId2919,crsName20212,descr56525,
crsCode2514,deptId87641,crsName16775,descr94548,
crsCode86995,deptId62034,crsName3106,descr98330,
crsCode79597,deptId55027,crsName72223,descr24960,
crsCode57439,deptId68508,crsName89990,descr90517,
crsCode88097,deptId39599,crsName11336,descr98120,
crsCode46315,deptId63955,crsName79382,descr41848,
crsCode93565,deptId949,crsName50780,descr15304,
crsCode42350,deptId648,crsName64254,descr76622,
crsCode93940,deptId98253,crsName30445,descr9578,
crsCode64236,deptId14894,crsName15141,descr44468,
crsCode9223,deptId32548,crsName81190,descr36046,
crsCode21586,deptId3864,crsName14669,descr78937,
crsCode38656,deptId89414,crsName91695,descr83875,
crsCode83222,deptId2750,crsName44978,descr86557,
crsCode7570,deptId47589,crsName83719,descr40491,
crsCode38521,deptId45880,crsName90151,descr87349,
crsCode93884,deptId70416,crsName92681,descr76795,
crsCode35718,deptId28353,crsName20094,descr33829,
crsCode22405,deptId63516,crsName25450,descr52312,
crsCode13042,deptId1493,crsName84766,descr41668,
crsCode84478,deptId75998,crsName30262,descr1082,
crsCode94875,deptId12178,crsName6092,descr56219,
crsCode28901,deptId5167,crsName84888,descr25100,
crsCode90010,deptId25445,crsName99206,descr75518,
crsCode23846,deptId97264,crsName45129,descr35253,
crsCode64719,deptId16063,crsName87025,descr32473,
crsCode27457,deptId86524,crsName19200,descr6068,
crsCode15094,deptId59181,crsName48027,descr41585,
crsCode13564,deptId4818,crsName86737,descr87920,
crsCode32084,deptId66746,crsName10902,descr61481,
crsCode22167,deptId90561,crsName96494,descr50778,
